epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
92,33690.9,2.6874,1.72039,0.00217,0.67749,0.38531,0.43436,0.17161,2.74948,1.49388,0.00237,0.00164865,0.00054955,0.00164865,0.00054955,0.00164865,0.00054955,0.00164865,0.00054955
93,34061.1,2.6628,1.69878,0.00215,0.69237,0.39304,0.44024,0.17565,2.75821,1.4836,0.00235,0.0016338,0.0005446,0.0016338,0.0005446,0.0016338,0.0005446,0.0016338,0.0005446
94,34429.5,2.64287,1.73201,0.00213,0.6646,0.40335,0.43509,0.1742,2.75445,1.47711,0.00232,0.00161895,0.00053965,0.00161895,0.00053965,0.00161895,0.00053965,0.00161895,0.00053965
95,34805.4,2.64897,1.68583,0.00214,0.65135,0.40446,0.44053,0.17829,2.73368,1.48104,0.00232,0.0016041,0.0005347,0.0016041,0.0005347,0.0016041,0.0005347,0.0016041,0.0005347
96,35173.4,2.65252,1.71222,0.0021,0.70804,0.38789,0.44344,0.179,2.74324,1.48822,0.00233,0.00158925,0.00052975,0.00158925,0.00052975,0.00158925,0.00052975,0.00158925,0.00052975
97,35539.1,2.65389,1.6848,0.00215,0.69008,0.39304,0.4448,0.17778,2.75813,1.48219,0.00233,0.0015744,0.0005248,0.0015744,0.0005248,0.0015744,0.0005248,0.0015744,0.0005248
98,35910.3,2.62488,1.7052,0.00212,0.65444,0.40593,0.44126,0.17833,2.76804,1.48872,0.00234,0.00155955,0.00051985,0.00155955,0.00051985,0.00155955,0.00051985,0.00155955,0.00051985
99,36279.3,2.64064,1.69828,0.00215,0.68301,0.40077,0.44311,0.17576,2.74737,1.4724,0.00235,0.0015447,0.0005149,0.0015447,0.0005149,0.0015447,0.0005149,0.0015447,0.0005149
100,36647.4,2.64459,1.67824,0.00216,0.66898,0.3982,0.43613,0.17906,2.75256,1.45892,0.00233,0.00152985,0.00050995,0.00152985,0.00050995,0.00152985,0.00050995,0.00152985,0.00050995
101,37018.3,2.6533,1.6865,0.00215,0.66477,0.39948,0.43582,0.18035,2.71214,1.4668,0.00231,0.001515,0.000505,0.001515,0.000505,0.001515,0.000505,0.001515,0.000505
102,37393.3,2.66562,1.69275,0.00216,0.68316,0.40722,0.44262,0.18417,2.72764,1.44031,0.0023,0.00150015,0.00050005,0.00150015,0.00050005,0.00150015,0.00050005,0.00150015,0.00050005
103,37758.9,2.64808,1.68661,0.00213,0.65475,0.39347,0.433,0.18093,2.71043,1.44539,0.00227,0.0014853,0.0004951,0.0014853,0.0004951,0.0014853,0.0004951,0.0014853,0.0004951
104,38124.4,2.62073,1.6542,0.00212,0.63924,0.41237,0.43999,0.18265,2.67767,1.43868,0.00225,0.00147045,0.00049015,0.00147045,0.00049015,0.00147045,0.00049015,0.00147045,0.00049015
105,38481.9,2.61795,1.66996,0.00208,0.66034,0.42591,0.4541,0.18654,2.6896,1.42459,0.00227,0.0014556,0.0004852,0.0014556,0.0004852,0.0014556,0.0004852,0.0014556,0.0004852
106,38851.8,2.60128,1.64382,0.00213,0.64934,0.41881,0.44885,0.18385,2.70736,1.43382,0.00229,0.00144075,0.00048025,0.00144075,0.00048025,0.00144075,0.00048025,0.00144075,0.00048025
107,39226.3,2.64469,1.69395,0.00214,0.65253,0.4201,0.45025,0.1828,2.68776,1.42817,0.00228,0.0014259,0.0004753,0.0014259,0.0004753,0.0014259,0.0004753,0.0014259,0.0004753
108,39594.9,2.61508,1.67659,0.00211,0.67632,0.40335,0.45013,0.18539,2.69472,1.42798,0.0023,0.00141105,0.00047035,0.00141105,0.00047035,0.00141105,0.00047035,0.00141105,0.00047035
109,39960.8,2.62726,1.66308,0.00214,0.67709,0.41108,0.45816,0.18965,2.69466,1.41955,0.00228,0.0013962,0.0004654,0.0013962,0.0004654,0.0013962,0.0004654,0.0013962,0.0004654
