epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
67,2989.68,2.27272,2.32898,0.00838,0.6921,0.50429,0.56095,0.25247,2.05822,1.71641,0.00963,0.000102198,3.4066e-05,0.000102198,3.4066e-05,0.000102198,3.4066e-05,0.000102198,3.4066e-05
68,3032.11,2.27422,2.30349,0.00846,0.69174,0.50099,0.55754,0.25237,2.05796,1.72148,0.00964,9.9201e-05,3.3067e-05,9.9201e-05,3.3067e-05,9.9201e-05,3.3067e-05,9.9201e-05,3.3067e-05
69,3074.5,2.30138,2.35969,0.0085,0.67139,0.50825,0.56062,0.25524,2.04976,1.72593,0.00959,9.6204e-05,3.2068e-05,9.6204e-05,3.2068e-05,9.6204e-05,3.2068e-05,9.6204e-05,3.2068e-05
70,3116.46,2.24122,2.29389,0.00842,0.6879,0.51023,0.56276,0.25449,2.05464,1.72012,0.00963,9.3207e-05,3.1069e-05,9.3207e-05,3.1069e-05,9.3207e-05,3.1069e-05,9.3207e-05,3.1069e-05
71,3158.54,2.28062,2.31654,0.00849,0.6806,0.51023,0.55856,0.25393,2.0667,1.71853,0.00968,9.021e-05,3.007e-05,9.021e-05,3.007e-05,9.021e-05,3.007e-05,9.021e-05,3.007e-05
72,3200.9,2.26135,2.31714,0.00852,0.67806,0.51683,0.5582,0.25319,2.06009,1.71136,0.00968,8.7213e-05,2.9071e-05,8.7213e-05,2.9071e-05,8.7213e-05,2.9071e-05,8.7213e-05,2.9071e-05
73,3243.44,2.277,2.33024,0.0086,0.67977,0.51881,0.5642,0.25616,2.04758,1.7181,0.00959,8.4216e-05,2.8072e-05,8.4216e-05,2.8072e-05,8.4216e-05,2.8072e-05,8.4216e-05,2.8072e-05
74,3286.07,2.25017,2.31654,0.00855,0.66712,0.52145,0.56029,0.25401,2.05534,1.72347,0.00959,8.1219e-05,2.7073e-05,8.1219e-05,2.7073e-05,8.1219e-05,2.7073e-05,8.1219e-05,2.7073e-05
75,3327.24,2.2876,2.33227,0.00862,0.68616,0.51665,0.55988,0.2531,2.05874,1.72222,0.00959,7.8222e-05,2.6074e-05,7.8222e-05,2.6074e-05,7.8222e-05,2.6074e-05,7.8222e-05,2.6074e-05
76,3370.44,2.26131,2.2989,0.00826,0.69243,0.51861,0.56441,0.25684,2.04272,1.73289,0.00955,7.5225e-05,2.5075e-05,7.5225e-05,2.5075e-05,7.5225e-05,2.5075e-05,7.5225e-05,2.5075e-05
77,3411.95,2.27751,2.30451,0.00843,0.6807,0.51081,0.5599,0.25343,2.058,1.72615,0.00956,7.2228e-05,2.4076e-05,7.2228e-05,2.4076e-05,7.2228e-05,2.4076e-05,7.2228e-05,2.4076e-05
78,3454.48,2.27075,2.31885,0.00867,0.67594,0.51815,0.56108,0.25676,2.05473,1.71557,0.00963,6.9231e-05,2.3077e-05,6.9231e-05,2.3077e-05,6.9231e-05,2.3077e-05,6.9231e-05,2.3077e-05
79,3495.61,2.28439,2.35587,0.00845,0.66772,0.51729,0.56006,0.2526,2.05639,1.72397,0.00959,6.6234e-05,2.2078e-05,6.6234e-05,2.2078e-05,6.6234e-05,2.2078e-05,6.6234e-05,2.2078e-05
80,3538.74,2.26246,2.32476,0.00844,0.68266,0.51544,0.56322,0.2555,2.05423,1.72272,0.00956,6.3237e-05,2.1079e-05,6.3237e-05,2.1079e-05,6.3237e-05,2.1079e-05,6.3237e-05,2.1079e-05
